file,num_objects,max_distance_m
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300583.txt,30,99.3740
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002311.txt,53,99.3097
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002310.txt,53,99.0482
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300582.txt,32,98.0430
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300591.txt,30,97.6720
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000688.txt,17,96.7529
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300581.txt,32,96.7163
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300590.txt,32,96.2447
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300501.txt,26,96.1562
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00003600.txt,56,96.0646
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00003599.txt,57,96.0350
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002305.txt,53,95.9049
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002313.txt,53,95.6417
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000689.txt,17,95.4786
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002314.txt,53,95.4459
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300580.txt,30,95.3941
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300502.txt,26,95.3040
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000725.txt,24,94.8280
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300589.txt,32,94.8235
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300579.txt,31,94.5478
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300503.txt,26,94.4529
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000690.txt,17,94.3107
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300003.txt,30,94.0316
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300504.txt,27,93.7974
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000726.txt,24,93.5246
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300588.txt,30,93.4087
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002309.txt,52,93.2202
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300505.txt,26,93.1434
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000691.txt,17,93.0986
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300578.txt,33,92.9907
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300005.txt,33,92.9460
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300021.txt,35,92.5692
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300506.txt,26,92.4908
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300006.txt,34,92.4269
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000727.txt,24,92.3111
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300587.txt,31,92.0007
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300007.txt,32,91.9298
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000692.txt,16,91.8752
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300507.txt,26,91.8513
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300577.txt,30,91.5437
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300020.txt,33,91.4963
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300008.txt,34,91.2822
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000721.txt,24,91.1952
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300508.txt,28,91.1900
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000728.txt,25,91.1572
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000266.txt,29,90.9508
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002729.txt,60,90.7641
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000693.txt,16,90.7001
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300586.txt,31,90.6690
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300009.txt,34,90.6489
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300509.txt,25,90.5301
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002730.txt,60,90.4967
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300019.txt,33,90.4391
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300576.txt,29,90.2350
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002731.txt,55,90.2152
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000720.txt,24,90.0968
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300010.txt,36,90.0507
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002732.txt,57,89.9850
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300510.txt,27,89.8716
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000265.txt,30,89.8710
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000729.txt,24,89.8562
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002733.txt,59,89.7110
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000694.txt,16,89.5100
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300011.txt,36,89.4648
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300018.txt,34,89.4315
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002734.txt,60,89.3964
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300068.txt,35,89.3581
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300585.txt,31,89.3442
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300511.txt,29,89.2147
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300012.txt,34,89.0296
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300575.txt,31,89.0191
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300001.txt,30,89.0019
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000719.txt,24,88.9987
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002735.txt,58,88.9767
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000264.txt,30,88.8325
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300002.txt,30,88.6545
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002736.txt,59,88.6222
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000730.txt,25,88.5981
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300512.txt,28,88.5838
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300013.txt,34,88.5218
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300017.txt,34,88.4058
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002737.txt,58,88.3329
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000695.txt,17,88.3172
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002738.txt,58,88.2553
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300982.txt,30,88.2009
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300014.txt,34,88.1459
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001454.txt,44,88.1174
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300584.txt,30,88.0267
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300069.txt,37,87.9883
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300004.txt,31,87.9876
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002739.txt,59,87.9623
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300513.txt,31,87.9547
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000718.txt,24,87.9525
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300599.txt,36,87.8092
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300015.txt,33,87.7382
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001453.txt,43,87.4827
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000731.txt,25,87.4767
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300514.txt,30,87.4395
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300016.txt,35,87.4282
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300515.txt,29,87.4211
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300978.txt,28,87.4148
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300516.txt,29,87.4027
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300517.txt,30,87.3843
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300518.txt,30,87.3660
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301212.txt,20,87.3558
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300091.txt,37,87.3493
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300519.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300520.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300521.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300522.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300530.txt,34,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300531.txt,35,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300532.txt,33,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300533.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300534.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300535.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300540.txt,34,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300541.txt,32,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300542.txt,33,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300543.txt,32,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300544.txt,32,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300545.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300546.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300547.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300548.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300549.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300550.txt,32,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300551.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300552.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300553.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300554.txt,32,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300555.txt,33,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300556.txt,34,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300557.txt,34,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300558.txt,32,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300561.txt,31,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300562.txt,32,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300566.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300567.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300568.txt,29,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300569.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300592.txt,29,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300593.txt,30,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300596.txt,34,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300597.txt,34,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300598.txt,34,87.3476
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000748.txt,26,87.3266
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300983.txt,31,87.1426
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000696.txt,17,87.1414
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300976.txt,27,87.1162
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001975.txt,52,87.0568
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300574.txt,30,86.9818
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301213.txt,21,86.9315
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000717.txt,23,86.9077
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001452.txt,41,86.8594
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001976.txt,49,86.8435
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300974.txt,25,86.7227
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002075.txt,58,86.7151
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001977.txt,51,86.6306
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300070.txt,37,86.6201
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000322.txt,36,86.5496
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301214.txt,20,86.5092
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001978.txt,48,86.4182
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300979.txt,27,86.3996
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001451.txt,40,86.3511
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000321.txt,34,86.3047
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000732.txt,25,86.2421
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001979.txt,49,86.2062
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300972.txt,22,86.1980
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002072.txt,57,86.1559
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300977.txt,26,86.1001
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300984.txt,31,86.0924
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00301215.txt,20,86.0854
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000320.txt,35,86.0682
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000697.txt,19,85.9978
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001980.txt,49,85.9947
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000749.txt,27,85.9784
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001221.txt,20,85.9361
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001443.txt,35,85.9332
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300998.txt,28,85.9282
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300034.txt,38,85.9091
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000716.txt,23,85.9075
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300033.txt,36,85.8883
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002071.txt,57,85.8866
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300032.txt,36,85.8676
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300022.txt,34,85.8360
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300029.txt,34,85.8056
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300028.txt,35,85.7850
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00001981.txt,47,85.7791
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300027.txt,35,85.7644
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300092.txt,37,85.7527
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00000319.txt,36,85.7352
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300023.txt,34,85.7196
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00002070.txt,57,85.7084
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300024.txt,34,85.7039
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300970.txt,19,85.6955
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300975.txt,25,85.6915
/workspace/OpenPCDet/OpenPCDet/data/custom_av/labels/00300025.txt,36,85.6882
